COD_DEP;DESC_DEP;COD_DIS;DESC_DIS;COD_CIU;DESC_CIU
3;SAN PEDRO;21;YATAITY DEL NORTE;1677;COL. YATAYTY
3;SAN PEDRO;21;YATAITY DEL NORTE;1678;COLONIA
3;SAN PEDRO;21;YATAITY DEL NORTE;1679;F. MATIAUDA
3;SAN PEDRO;21;YATAITY DEL NORTE;1680;GUAVIRA
3;SAN PEDRO;21;YATAITY DEL NORTE;1681;GUAZU RETA
3;SAN PEDRO;21;YATAITY DEL NORTE;1682;YATAYTY CORA
3;SAN PEDRO;21;YATAITY DEL NORTE;1683;ZONA A
3;SAN PEDRO;22;ISIDORO RESQUIN;1684;ISIDORO RESQUIN
3;SAN PEDRO;22;ISIDORO RESQUIN;1685;COL. NARANJITO
3;SAN PEDRO;22;ISIDORO RESQUIN;1686;COL. PALOMA
3;SAN PEDRO;22;ISIDORO RESQUIN;1687;COL. RADIO URBANO
3;SAN PEDRO;22;ISIDORO RESQUIN;1688;COL. SUSANA
3;SAN PEDRO;22;ISIDORO RESQUIN;1689;COL. YBYPE
3;SAN PEDRO;22;ISIDORO RESQUIN;1690;COL.AÑARETA
3;SAN PEDRO;22;ISIDORO RESQUIN;1691;ORQUETA
3;SAN PEDRO;23;CHORE;1692;CHORE
3;SAN PEDRO;23;CHORE;1692;CHORE
3;SAN PEDRO;23;CHORE;1692;CHORE
3;SAN PEDRO;23;CHORE;1692;CHORE
3;SAN PEDRO;23;CHORE;1692;CHORE
3;SAN PEDRO;23;CHORE;1693;COLONIA
3;SAN PEDRO;23;CHORE;1694;SAN ANTONIO
3;SAN PEDRO;23;CHORE;1695;SAN PABLO
3;SAN PEDRO;24;SAN PABLO;1696;SAN PABLO
3;SAN PEDRO;24;SAN PABLO;1697;COLONIA
3;SAN PEDRO;24;SAN PABLO;1698;SAN ANTONIO
3;SAN PEDRO;25;SAN JOSE DEL ROSARIO;1699;SAN JOSE DEL ROSARIO
3;SAN PEDRO;25;SAN JOSE DEL ROSARIO;1700;ALFONSO CENTRAL
3;SAN PEDRO;25;SAN JOSE DEL ROSARIO;1701;ALFONSO TRANQUERA
3;SAN PEDRO;25;SAN JOSE DEL ROSARIO;1702;ESTANCIA SAN JOSE
3;SAN PEDRO;25;SAN JOSE DEL ROSARIO;1703;ESTANCIA GAZORY
3;SAN PEDRO;25;SAN JOSE DEL ROSARIO;1704;SAN ANTONIO
3;SAN PEDRO;25;SAN JOSE DEL ROSARIO;1705;SAN JOSE OBRERO
3;SAN PEDRO;25;SAN JOSE DEL ROSARIO;1706;SAN JUAN
3;SAN PEDRO;25;SAN JOSE DEL ROSARIO;1707;SAN ISIDRO
3;SAN PEDRO;25;SAN JOSE DEL ROSARIO;1708;SANTO DOMINGO
3;SAN PEDRO;25;SAN JOSE DEL ROSARIO;1709;TRES REYES
3;SAN PEDRO;220;GUAYAIBI;5700;COL. SAN PEDRO
3;SAN PEDRO;220;GUAYAIBI;5701;COL. DEFENSORES DEL CHACO
3;SAN PEDRO;220;GUAYAIBI;5702;TAVAI
3;SAN PEDRO;220;GUAYAIBI;5712;GUAYAIBI
3;SAN PEDRO;226;CAPIIBARY;5703;APY A
3;SAN PEDRO;226;CAPIIBARY;5713;CAPII VARY
3;SAN PEDRO;226;CAPIIBARY;5893;COL. NRO. 2
3;SAN PEDRO;245;YRYBUCUA;5496;YRYBUCUA
3;SAN PEDRO;263;SANTA ROSA DEL AGUARAY;;
3;SAN PEDRO;268;LIBERACIÓN;6432;LIBERACION
3;SAN PEDRO;285;SAN VICENTE PANCHOLO;6433;SAN VICENTE PANCHOLO
4;CORDILLERA;26;CAACUPE;1710;CAACUPE
4;CORDILLERA;26;CAACUPE;1710;CAACUPE
4;CORDILLERA;26;CAACUPE;1710;CAACUPE
4;CORDILLERA;26;CAACUPE;1710;CAACUPE
4;CORDILLERA;26;CAACUPE;1710;CAACUPE
4;CORDILLERA;26;CAACUPE;1710;CAACUPE
4;CORDILLERA;26;CAACUPE;1710;CAACUPE
4;CORDILLERA;26;CAACUPE;1710;CAACUPE
4;CORDILLERA;26;CAACUPE;1710;CAACUPE
4;CORDILLERA;26;CAACUPE;1710;CAACUPE
4;CORDILLERA;26;CAACUPE;1710;CAACUPE
4;CORDILLERA;26;CAACUPE;1710;CAACUPE
4;CORDILLERA;26;CAACUPE;1710;CAACUPE
4;CORDILLERA;26;CAACUPE;1710;CAACUPE
4;CORDILLERA;26;CAACUPE;1710;CAACUPE
4;CORDILLERA;26;CAACUPE;1710;CAACUPE
4;CORDILLERA;26;CAACUPE;1710;CAACUPE
4;CORDILLERA;26;CAACUPE;1710;CAACUPE
4;CORDILLERA;26;CAACUPE;1711;ALMADA
4;CORDILLERA;26;CAACUPE;1712;AQUINO CAÑADA
4;CORDILLERA;26;CAACUPE;1713;ARAZATY
4;CORDILLERA;26;CAACUPE;1714;AZCURRA
4;CORDILLERA;26;CAACUPE;1715;BARRIO DANIEL SCURRA
4;CORDILLERA;26;CAACUPE;1716;BARRIO SAN FRANCISCO
4;CORDILLERA;26;CAACUPE;1717;CAACUPE
4;CORDILLERA;26;CAACUPE;1718;CABAÑAS
4;CORDILLERA;26;CAACUPE;1719;CERRO REAL
4;CORDILLERA;26;CAACUPE;1720;COL. CNEL. MARTINEZ
4;CORDILLERA;26;CAACUPE;1721;COSTA PUCU
4;CORDILLERA;26;CAACUPE;1722;DANIEL SCURRA 2DA.
4;CORDILLERA;26;CAACUPE;1723;ISLA YOBAY
4;CORDILLERA;26;CAACUPE;1724;ITA YBU GUAZU
4;CORDILLERA;26;CAACUPE;1725;ITA YBU MI
4;CORDILLERA;26;CAACUPE;1726;JHACA ROYSA
4;CORDILLERA;26;CAACUPE;1727;LOMA GUAZU
4;CORDILLERA;26;CAACUPE;1728;POTRERO POI
4;CORDILLERA;26;CAACUPE;1729;YPUCU
4;CORDILLERA;26;CAACUPE;1730;YTA GUAZU
4;CORDILLERA;26;CAACUPE;1731;YTU MI
4;CORDILLERA;27;ALTOS;1732;ALTOS
4;CORDILLERA;27;ALTOS;1733;ACUÑA DE FIGUEROA
4;CORDILLERA;27;ALTOS;1734;AGAI HY
4;CORDILLERA;27;ALTOS;1735;AGUARA
4;CORDILLERA;27;ALTOS;1736;ALTOS ( MUNICIPIO )
4;CORDILLERA;27;ALTOS;1736;ALTOS ( MUNICIPIO )
4;CORDILLERA;27;ALTOS;1736;ALTOS ( MUNICIPIO )
4;CORDILLERA;27;ALTOS;1736;ALTOS ( MUNICIPIO )
4;CORDILLERA;27;ALTOS;1737;CHOCHI
4;CORDILLERA;27;ALTOS;1738;ESTANCIA CLEMENTINA
4;CORDILLERA;27;ALTOS;1739;ITA GUAZU
4;CORDILLERA;27;ALTOS;1740;ITA YGAZA
4;CORDILLERA;27;ALTOS;1741;LOMA GRANDE
4;CORDILLERA;27;ALTOS;1742;PARARU
4;CORDILLERA;27;ALTOS;1743;RETIRO RIO NEGRO
4;CORDILLERA;27;ALTOS;1744;TUKUNGA CORDILLERA
4;CORDILLERA;27;ALTOS;1745;TUKUNGA CAÑADA
4;CORDILLERA;27;ALTOS;1746;VILLA FLOR
4;CORDILLERA;27;ALTOS;1747;YACARE
4;CORDILLERA;27;ALTOS;1748;YAYI CAÑADA
4;CORDILLERA;27;ALTOS;1749;YBU
4;CORDILLERA;28;ARROYOS Y ESTEROS;1750;ARROYOS Y ESTEROS
4;CORDILLERA;28;ARROYOS Y ESTEROS;1750;ARROYOS Y ESTEROS
4;CORDILLERA;28;ARROYOS Y ESTEROS;1751;ACEVEDO
4;CORDILLERA;28;ARROYOS Y ESTEROS;1752;ARROYOS Y ESTEROS
4;CORDILLERA;28;ARROYOS Y ESTEROS;1753;BOQUERON
4;CORDILLERA;28;ARROYOS Y ESTEROS;1754;CAMP. H. MATIAUDA
4;CORDILLERA;28;ARROYOS Y ESTEROS;1755;CAÑADA
4;CORDILLERA;28;ARROYOS Y ESTEROS;1756;CAÑADA DOMINGUEZ
4;CORDILLERA;28;ARROYOS Y ESTEROS;1757;CERRITO
4;CORDILLERA;28;ARROYOS Y ESTEROS;1758;COSTA PUCU
4;CORDILLERA;28;ARROYOS Y ESTEROS;1759;CURUPAYTY
4;CORDILLERA;28;ARROYOS Y ESTEROS;1760;CYRATY
4;CORDILLERA;28;ARROYOS Y ESTEROS;1761;EL CARMEN
4;CORDILLERA;28;ARROYOS Y ESTEROS;1762;ESTACION GONZALES CUE
4;CORDILLERA;28;ARROYOS Y ESTEROS;1763;ESTACION YPE CUE
4;CORDILLERA;28;ARROYOS Y ESTEROS;1764;ESTANCIA 4 VIENTOS
4;CORDILLERA;28;ARROYOS Y ESTEROS;1765;ESTANCIA CATIGUA
4;CORDILLERA;28;ARROYOS Y ESTEROS;1766;ESTANCIA JUAN DE MENA
4;CORDILLERA;28;ARROYOS Y ESTEROS;1767;ESTANCIA LOPEZ CUE
4;CORDILLERA;28;ARROYOS Y ESTEROS;1768;ESTANCIA MANDUVIRA
4;CORDILLERA;28;ARROYOS Y ESTEROS;1769;ESTANCIA SANJA JHU
4;CORDILLERA;28;ARROYOS Y ESTEROS;1770;GRAL. DIAZ
4;CORDILLERA;28;ARROYOS Y ESTEROS;1771;INGLON CUE
4;CORDILLERA;28;ARROYOS Y ESTEROS;1772;ISLA ALTA
4;CORDILLERA;28;ARROYOS Y ESTEROS;1773;ISLA GUAZU
4;CORDILLERA;28;ARROYOS Y ESTEROS;1774;ISLA TACUARA
4;CORDILLERA;28;ARROYOS Y ESTEROS;1775;ITA PIRU
4;CORDILLERA;28;ARROYOS Y ESTEROS;1776;KIRAYTY
4;CORDILLERA;28;ARROYOS Y ESTEROS;1777;LAGUNA VERA
4;CORDILLERA;28;ARROYOS Y ESTEROS;1778;MAINUMBY
4;CORDILLERA;28;ARROYOS Y ESTEROS;1779;MAINUMBYI
4;CORDILLERA;28;ARROYOS Y ESTEROS;1780;NUEVA COLOMBIA
4;CORDILLERA;28;ARROYOS Y ESTEROS;1781;PUERTO OLIVARES
4;CORDILLERA;28;ARROYOS Y ESTEROS;1782;RETIRO CARBONERIA - CUE
4;CORDILLERA;28;ARROYOS Y ESTEROS;1783;RETIRO DONKI CUE
4;CORDILLERA;28;ARROYOS Y ESTEROS;1784;RETIRO ILDEFONSO - CUE
4;CORDILLERA;28;ARROYOS Y ESTEROS;1785;SAN ANTONIO
4;CORDILLERA;28;ARROYOS Y ESTEROS;1786;URUNDEY
4;CORDILLERA;28;ARROYOS Y ESTEROS;1787;YUASY ITA
4;CORDILLERA;28;ARROYOS Y ESTEROS;6275;LOPEZ CUE
4;CORDILLERA;28;ARROYOS Y ESTEROS;6276;PUESTO ELVIRA
4;CORDILLERA;28;ARROYOS Y ESTEROS;6277;TACUARINDY
4;CORDILLERA;29;ATYRA;1788;ATYRA
4;CORDILLERA;29;ATYRA;1789;ATYRA ( MUNICIPIO )
4;CORDILLERA;29;ATYRA;1789;ATYRA ( MUNICIPIO )
4;CORDILLERA;29;ATYRA;1789;ATYRA ( MUNICIPIO )
4;CORDILLERA;29;ATYRA;1789;ATYRA ( MUNICIPIO )
4;CORDILLERA;29;ATYRA;1789;ATYRA ( MUNICIPIO )
4;CORDILLERA;29;ATYRA;1790;CANDIA
4;CORDILLERA;29;ATYRA;1791;CARUMBY
4;CORDILLERA;29;ATYRA;1792;COL. BERNARDINO CABALLERO
4;CORDILLERA;29;ATYRA;1793;GRANJA LADONESA
4;CORDILLERA;29;ATYRA;1794;MOÑAIRY
4;CORDILLERA;29;ATYRA;1795;POTRERO
4;CORDILLERA;29;ATYRA;1796;SAN VICENTE
4;CORDILLERA;29;ATYRA;1797;SANJA JHU
4;CORDILLERA;29;ATYRA;6278;CAACUPEMI
4;CORDILLERA;29;ATYRA;6279;MBURURU
4;CORDILLERA;30;CARAGUATAY;1798;ALFONSO LOMA
4;CORDILLERA;30;CARAGUATAY;1799;BOQUERON
4;CORDILLERA;30;CARAGUATAY;1800;CAPELLANIA
4;CORDILLERA;30;CARAGUATAY;1801;CARAGUATAY ( MUNICIPIO )
4;CORDILLERA;30;CARAGUATAY;1801;CARAGUATAY ( MUNICIPIO )
4;CORDILLERA;30;CARAGUATAY;1801;CARAGUATAY ( MUNICIPIO )
4;CORDILLERA;30;CARAGUATAY;1801;CARAGUATAY ( MUNICIPIO )
4;CORDILLERA;30;CARAGUATAY;1802;ESTANCIA LOBO CUA
4;CORDILLERA;30;CARAGUATAY;1803;ESTANCIA SALADILLO
4;CORDILLERA;30;CARAGUATAY;1804;ESTANCIA SAN MARCO
4;CORDILLERA;30;CARAGUATAY;1805;FULGENCIO YEGROS
4;CORDILLERA;30;CARAGUATAY;1806;ISLA GUAZU
4;CORDILLERA;30;CARAGUATAY;1807;ISLA PAU
4;CORDILLERA;30;CARAGUATAY;1808;JHUGUA GUAZU
4;CORDILLERA;30;CARAGUATAY;1809;JHUGUA POI
4;CORDILLERA;30;CARAGUATAY;1810;ROLON
4;CORDILLERA;30;CARAGUATAY;1811;RIO NEGRO ENSENADA
4;CORDILLERA;30;CARAGUATAY;1812;RIO NEGRO LLANE
4;CORDILLERA;30;CARAGUATAY;1813;RIO NEGRO POTRERO
4;CORDILLERA;30;CARAGUATAY;1814;SAN MIGUEL
4;CORDILLERA;30;CARAGUATAY;1815;SAN PEDRO
4;CORDILLERA;30;CARAGUATAY;1816;SANTA LUCIA
4;CORDILLERA;30;CARAGUATAY;1817;TACUARY
4;CORDILLERA;30;CARAGUATAY;1818;TENIENTE GONZALES
4;CORDILLERA;30;CARAGUATAY;1819;VERA COSTA
4;CORDILLERA;30;CARAGUATAY;6280;CARAGUATAY
4;CORDILLERA;30;CARAGUATAY;6281;COSTA YBATE
4;CORDILLERA;30;CARAGUATAY;6282;GRAL. GENES
4;CORDILLERA;30;CARAGUATAY;6283;LA INMACULADA
4;CORDILLERA;30;CARAGUATAY;6284;SAN JOSE OBRERO
4;CORDILLERA;30;CARAGUATAY;6285;VALLE I
4;CORDILLERA;31;EMBOSCADA;1820;EMBOSCADA
4;CORDILLERA;31;EMBOSCADA;1821;4TA. COMP. COCUE GUAZU
4;CORDILLERA;31;EMBOSCADA;1822;CHOCHI
4;CORDILLERA;31;EMBOSCADA;1823;EMBOSCADA ( MUNICIPIO )
4;CORDILLERA;31;EMBOSCADA;1824;ESTANCIA CARANDAYTY
4;CORDILLERA;31;EMBOSCADA;1825;ESTANCIA CAREAGA
4;CORDILLERA;31;EMBOSCADA;1826;ESTANCIA CLEMENTINA
4;CORDILLERA;31;EMBOSCADA;1827;ESTANCIA LA CARMINA
4;CORDILLERA;31;EMBOSCADA;1828;ESTANCIA PERALTA
4;CORDILLERA;31;EMBOSCADA;1829;ISLA ALTA
4;CORDILLERA;31;EMBOSCADA;1830;ISLA JOVAI
4;CORDILLERA;31;EMBOSCADA;1831;MINAS CUE
4;CORDILLERA;31;EMBOSCADA;1832;PASO PE
4;CORDILLERA;31;EMBOSCADA;1833;PUERTO ARECUATACUA
4;CORDILLERA;31;EMBOSCADA;1834;RETIRO FATIMA
4;CORDILLERA;31;EMBOSCADA;1835;RETIRO NARANJAL
4;CORDILLERA;31;EMBOSCADA;1836;RETIRO YUGO PENGUE
4;CORDILLERA;31;EMBOSCADA;1837;TACURUTY
4;CORDILLERA;31;EMBOSCADA;1838;TUCANGUA CAÑADA
4;CORDILLERA;31;EMBOSCADA;6286;CORDILLERA GUY
4;CORDILLERA;32;EUSEBIO AYALA;268;ESTACION SANTA ANA GRAL.ROLON
4;CORDILLERA;32;EUSEBIO AYALA;269;ESTANCIA STORM
4;CORDILLERA;32;EUSEBIO AYALA;270;EUSEBIO AYALA (MUNICIPIO)
4;CORDILLERA;32;EUSEBIO AYALA;270;EUSEBIO AYALA (MUNICIPIO)
4;CORDILLERA;32;EUSEBIO AYALA;270;EUSEBIO AYALA (MUNICIPIO)
4;CORDILLERA;32;EUSEBIO AYALA;270;EUSEBIO AYALA (MUNICIPIO)
4;CORDILLERA;32;EUSEBIO AYALA;270;EUSEBIO AYALA (MUNICIPIO)
4;CORDILLERA;32;EUSEBIO AYALA;270;EUSEBIO AYALA (MUNICIPIO)
4;CORDILLERA;32;EUSEBIO AYALA;270;EUSEBIO AYALA (MUNICIPIO)
4;CORDILLERA;32;EUSEBIO AYALA;270;EUSEBIO AYALA (MUNICIPIO)
4;CORDILLERA;32;EUSEBIO AYALA;270;EUSEBIO AYALA (MUNICIPIO)
4;CORDILLERA;32;EUSEBIO AYALA;270;EUSEBIO AYALA (MUNICIPIO)
4;CORDILLERA;32;EUSEBIO AYALA;270;EUSEBIO AYALA (MUNICIPIO)
4;CORDILLERA;32;EUSEBIO AYALA;271;ISLA
4;CORDILLERA;32;EUSEBIO AYALA;272;ITA YGASA
4;CORDILLERA;32;EUSEBIO AYALA;273;JHUY BATY
4;CORDILLERA;32;EUSEBIO AYALA;274;LA INDIA
4;CORDILLERA;32;EUSEBIO AYALA;275;POTRERO SAN JOSE
4;CORDILLERA;32;EUSEBIO AYALA;276;POTRERO DEL CARMEN
4;CORDILLERA;32;EUSEBIO AYALA;277;PUNTA
4;CORDILLERA;32;EUSEBIO AYALA;278;RUBIO ÑU
4;CORDILLERA;32;EUSEBIO AYALA;279;TUYUCUA
4;CORDILLERA;32;EUSEBIO AYALA;280;YACAREY
4;CORDILLERA;32;EUSEBIO AYALA;281;ÑU-AI
4;CORDILLERA;32;EUSEBIO AYALA;1839;EUSEBIO AYALA
4;CORDILLERA;32;EUSEBIO AYALA;1840;ACOSTA ÑU
4;CORDILLERA;32;EUSEBIO AYALA;1841;AGUAITY
4;CORDILLERA;32;EUSEBIO AYALA;1842;BARRETO ÑU
4;CORDILLERA;32;EUSEBIO AYALA;1843;BARRIO SAN BLAS
4;CORDILLERA;32;EUSEBIO AYALA;1844;BARRIO SANTA TERESITA
4;CORDILLERA;32;EUSEBIO AYALA;1845;BOQUERON
4;CORDILLERA;32;EUSEBIO AYALA;1846;BOQUERON 2DA.
4;CORDILLERA;32;EUSEBIO AYALA;1847;CABAÑA CUE
4;CORDILLERA;32;EUSEBIO AYALA;1848;CAHUNDY
4;CORDILLERA;32;EUSEBIO AYALA;1849;CAPIIPE
4;CORDILLERA;32;EUSEBIO AYALA;1850;CAPILLA LOMA
4;CORDILLERA;32;EUSEBIO AYALA;1851;CERRO GUY
4;CORDILLERA;32;EUSEBIO AYALA;1852;CERRO PORTEÑO
4;CORDILLERA;32;EUSEBIO AYALA;1853;COL.CURUGUYTY
4;CORDILLERA;32;EUSEBIO AYALA;1854;COSTA
4;CORDILLERA;33;ISLA PUCU;282;ISLA PUCU
4;CORDILLERA;33;ISLA PUCU;283;AGUARAY
4;CORDILLERA;33;ISLA PUCU;284;AGUARAY RIO
4;CORDILLERA;33;ISLA PUCU;285;ARROYO PORA
4;CORDILLERA;33;ISLA PUCU;286;CAACUPE MI
4;CORDILLERA;33;ISLA PUCU;287;CHOCHI
4;CORDILLERA;33;ISLA PUCU;288;ITA YBATE
4;CORDILLERA;33;ISLA PUCU;289;LOMA
4;CORDILLERA;33;ISLA PUCU;290;PINDOTY
4;CORDILLERA;33;ISLA PUCU;291;TAPE GUAZU
4;CORDILLERA;33;ISLA PUCU;292;TAPE POI
4;CORDILLERA;33;ISLA PUCU;293;TUCUNGA CAÑADA
4;CORDILLERA;33;ISLA PUCU;6167;AGUARAY ROLON
4;CORDILLERA;33;ISLA PUCU;6168;ISLA PUCU (MUNICIPIO)
4;CORDILLERA;33;ISLA PUCU;6168;ISLA PUCU (MUNICIPIO)
4;CORDILLERA;33;ISLA PUCU;6168;ISLA PUCU (MUNICIPIO)
4;CORDILLERA;33;ISLA PUCU;6168;ISLA PUCU (MUNICIPIO)
4;CORDILLERA;33;ISLA PUCU;6168;ISLA PUCU (MUNICIPIO)
4;CORDILLERA;33;ISLA PUCU;6169;VILLA SAN JUAN
4;CORDILLERA;34;ITACURUBI DE LA CORDILLERA;294;ITACURUBI DE LA CORDILLERA
4;CORDILLERA;34;ITACURUBI DE LA CORDILLERA;295;CAAGUY CUPE
4;CORDILLERA;34;ITACURUBI DE LA CORDILLERA;296;CARAY POTRERO
4;CORDILLERA;34;ITACURUBI DE LA CORDILLERA;297;COL.MENNONITA
4;CORDILLERA;34;ITACURUBI DE LA CORDILLERA;298;ESTANCIA BUENAVENTURA
4;CORDILLERA;34;ITACURUBI DE LA CORDILLERA;299;GARIY LOMA
4;CORDILLERA;34;ITACURUBI DE LA CORDILLERA;300;ITAC.DE LA CORDILLERA (MUNIC)
4;CORDILLERA;34;ITACURUBI DE LA CORDILLERA;300;ITAC.DE LA CORDILLERA (MUNIC)
4;CORDILLERA;34;ITACURUBI DE LA CORDILLERA;300;ITAC.DE LA CORDILLERA (MUNIC)
4;CORDILLERA;34;ITACURUBI DE LA CORDILLERA;300;ITAC.DE LA CORDILLERA (MUNIC)
4;CORDILLERA;34;ITACURUBI DE LA CORDILLERA;300;ITAC.DE LA CORDILLERA (MUNIC)
4;CORDILLERA;34;ITACURUBI DE LA CORDILLERA;300;ITAC.DE LA CORDILLERA (MUNIC)
4;CORDILLERA;34;ITACURUBI DE LA CORDILLERA;300;ITAC.DE LA CORDILLERA (MUNIC)
4;CORDILLERA;34;ITACURUBI DE LA CORDILLERA;300;ITAC.DE LA CORDILLERA (MUNIC)
4;CORDILLERA;34;ITACURUBI DE LA CORDILLERA;301;JHUGUA POI
4;CORDILLERA;34;ITACURUBI DE LA CORDILLERA;302;LOMA MEDINA
4;CORDILLERA;34;ITACURUBI DE LA CORDILLERA;303;MINAS-CUE
4;CORDILLERA;34;ITACURUBI DE LA CORDILLERA;304;PIRAYU-I
4;CORDILLERA;34;ITACURUBI DE LA CORDILLERA;305;RUBIO ÑU
4;CORDILLERA;34;ITACURUBI DE LA CORDILLERA;306;SANTA LUCIA
4;CORDILLERA;34;ITACURUBI DE LA CORDILLERA;307;TACUARA APUAIL
4;CORDILLERA;34;ITACURUBI DE LA CORDILLERA;308;TACUARA NERHOT
4;CORDILLERA;34;ITACURUBI DE LA CORDILLERA;309;YAGUARETE CUA
4;CORDILLERA;34;ITACURUBI DE LA CORDILLERA;6170;ESTANCIA MARIA AUXILIADORA
4;CORDILLERA;34;ITACURUBI DE LA CORDILLERA;6171;POTERO ANGELITO
4;CORDILLERA;35;JUAN DE MENA;310;8 DE DICIEMBRE
4;CORDILLERA;35;JUAN DE MENA;311;ARROZAL ACEVAL
4;CORDILLERA;35;JUAN DE MENA;312;BUENA VISTA
4;CORDILLERA;35;JUAN DE MENA;313;COL.FIDEL MAIZ
4;CORDILLERA;35;JUAN DE MENA;314;ESTACION CRISTAL CUE
4;CORDILLERA;35;JUAN DE MENA;315;ESTACION FRANCA-I
4;CORDILLERA;35;JUAN DE MENA;316;ESTACION GASORY
4;CORDILLERA;35;JUAN DE MENA;317;ESTACION GONZALEZ CUE(V.DEL R)
4;CORDILLERA;35;JUAN DE MENA;318;ESTACION GUAZU PYTA (V.DEL R)
4;CORDILLERA;35;JUAN DE MENA;319;ESTACION JOSEFINA
4;CORDILLERA;35;JUAN DE MENA;320;ESTACION LEON CUE
4;CORDILLERA;35;JUAN DE MENA;321;ESTACION MAIZ CUE
4;CORDILLERA;35;JUAN DE MENA;322;ESTACION MOLINAS CUE
4;CORDILLERA;35;JUAN DE MENA;323;ESTACION PRIMAVERA
4;CORDILLERA;35;JUAN DE MENA;324;ESTACION SAN FILIPO
4;CORDILLERA;35;JUAN DE MENA;325;ESTACION SAN JOSE
4;CORDILLERA;35;JUAN DE MENA;326;ESTACION SANJITA
4;CORDILLERA;35;JUAN DE MENA;327;ESTACION SANTA ELENA
4;CORDILLERA;35;JUAN DE MENA;328;ESTACION YASYRETA
4;CORDILLERA;35;JUAN DE MENA;329;ESTANCIA ISLA ROSARIO
4;CORDILLERA;35;JUAN DE MENA;330;ESTANCIA TORO PASO
4;CORDILLERA;35;JUAN DE MENA;331;ISLERIA
4;CORDILLERA;35;JUAN DE MENA;332;JUAN DE MENA (MUNICIPIO)
4;CORDILLERA;35;JUAN DE MENA;333;LA UNION
4;CORDILLERA;35;JUAN DE MENA;832;PUESTO CABALLERO CUE
4;CORDILLERA;35;JUAN DE MENA;833;PUESTO GUAJHO
4;CORDILLERA;35;JUAN DE MENA;834;PUESTO ROJAS CUE
4;CORDILLERA;35;JUAN DE MENA;835;RETIRO MAYOR CUE
4;CORDILLERA;35;JUAN DE MENA;836;RETIRO DE LA ESTANCIA GASORY
4;CORDILLERA;35;JUAN DE MENA;837;RIVAROLA CUE
4;CORDILLERA;35;JUAN DE MENA;838;SAN ANTONIO
4;CORDILLERA;35;JUAN DE MENA;839;SAN RAFAEL
4;CORDILLERA;35;JUAN DE MENA;840;SANTO DOMINGO
4;CORDILLERA;35;JUAN DE MENA;841;WUIENGER
4;CORDILLERA;35;JUAN DE MENA;842;YAGUARETE
4;CORDILLERA;35;JUAN DE MENA;6172;JUAN DE MENA
4;CORDILLERA;35;JUAN DE MENA;6173;ESTACION CARACOL
4;CORDILLERA;35;JUAN DE MENA;6174;ESTACION ISENCIO
4;CORDILLERA;35;JUAN DE MENA;6175;ESTACION SAN ANTONIO
4;CORDILLERA;35;JUAN DE MENA;6176;ESTANCIA EMILIO
4;CORDILLERA;35;JUAN DE MENA;6177;PUENTE YBYAVEBO (V.DEL R.)
4;CORDILLERA;36;NUEVA COLOMBIA;843;NUEVA COLOMBIA
4;CORDILLERA;36;NUEVA COLOMBIA;844;BOQUERON
4;CORDILLERA;36;NUEVA COLOMBIA;845;CIRATY
4;CORDILLERA;36;NUEVA COLOMBIA;846;COMPAÑIA N.MATIAUDA
4;CORDILLERA;36;NUEVA COLOMBIA;847;INGLES CUE
4;CORDILLERA;36;NUEVA COLOMBIA;848;ISLA ALTA
4;CORDILLERA;36;NUEVA COLOMBIA;849;KIRAITY
4;CORDILLERA;36;NUEVA COLOMBIA;850;NUEVA COLOMBIA (MUNICIPIO)
4;CORDILLERA;37;PIRIBEBUY;851;PIRIBEBUY
4;CORDILLERA;37;PIRIBEBUY;852;4 DE JULIO
4;CORDILLERA;37;PIRIBEBUY;853;BARRIO SANTA ANA
4;CORDILLERA;37;PIRIBEBUY;854;BARRIO VIRGEN DEL ROSARIO
4;CORDILLERA;37;PIRIBEBUY;855;CAPILLA CUE
4;CORDILLERA;37;PIRIBEBUY;856;CAÑADA
4;CORDILLERA;37;PIRIBEBUY;857;CHOLOLO
4;CORDILLERA;37;PIRIBEBUY;858;COL.PIRARETA
4;CORDILLERA;37;PIRIBEBUY;859;CORDILLERA
4;CORDILLERA;37;PIRIBEBUY;860;ESTACION JHAGY-SI
4;CORDILLERA;37;PIRIBEBUY;861;FRANCO ISLA
4;CORDILLERA;37;PIRIBEBUY;862;GUAZU MOCOI
4;CORDILLERA;37;PIRIBEBUY;863;ITA GUYRA
4;CORDILLERA;37;PIRIBEBUY;864;ITA MOROTI-I
4;CORDILLERA;37;PIRIBEBUY;865;ITA MOROTI GUAZU
4;CORDILLERA;37;PIRIBEBUY;866;ITA YBU
4;CORDILLERA;37;PIRIBEBUY;867;JHAGUY-MI
4;CORDILLERA;37;PIRIBEBUY;868;JHUGUA GUAZU
4;CORDILLERA;37;PIRIBEBUY;869;MCAL.LOPEZ
4;CORDILLERA;37;PIRIBEBUY;870;NARANJO
4;CORDILLERA;37;PIRIBEBUY;871;PACIFICO
4;CORDILLERA;37;PIRIBEBUY;872;PASO JHU
4;CORDILLERA;37;PIRIBEBUY;873;PIRIBEBUY (MUNICIPIO)
4;CORDILLERA;37;PIRIBEBUY;873;PIRIBEBUY (MUNICIPIO)
4;CORDILLERA;37;PIRIBEBUY;873;PIRIBEBUY (MUNICIPIO)
4;CORDILLERA;37;PIRIBEBUY;873;PIRIBEBUY (MUNICIPIO)
